"","site_name","offset_lew_sea","offset_yrk_sea","offset_lew_sea_nb","offset_yrk_sea_nb"
"1","AC_LIS_CT_2023-10-3",2.08868923662008,0.473424940110821,0.899406197496726,0.31599158206838
"2","Cal_Lake_LA_2022-8-11",0.732875827556754,2.22802960602776,1.37655696726327,2.01449076855765
"3","CC_VA_2022-7-11",2.30701750142932,0.694827596090947,1.88568404525354,1.21401508752543
"4","CPR_MS_AL_2022-8-24",0.454546007202218,1.83392353681096,0.809232827680194,1.40825617061573
"5","CS_DB_NJ_2022-9-21",1.59088702797472,0.0312456630412309,1.29683239802063,0.630145599433637
"6","Culch_Ba_LA_2022-6-21",1.37738635406296,2.96007013411994,2.13244085500478,2.78812582370799
"7","DC_NB_RI_2022-8-19",3.74720006795627,2.13369314974547,3.64670886842275,2.98463114881441
"8","EC_ApBay_FL_2023-10-4",0.530201583781532,1.75714021904571,1.10213849118445,1.71923526839275
"9","FFJ_CF_NC_2023-7-19",1.74355073677507,0.408781809498314,0.277803788482253,0.748087066295783
"10","FP_Sav_GA_2022-6-10",1.6398346921686,0.421471716728418,0.386435392757911,0.88430542635951
"11","GalBay_TX_2022-6-2",1.29210596993946,2.88593479800996,1.86308454077035,2.52142175011954
"12","GriceCove_SC_2022-8-10",0.863987580675532,0.9311301452635,0.40306929507398,0.589887403861383
"13","HC_DB_NJ_2022-9-23",0.40693046610186,2.02528370812488,0.896832327802105,1.56825521816154
"14","IL_ApBay_FL_2023-10-3",0.545438751910718,1.57714257910695,1.05817709236365,1.67436195929802
"15","LakeFortuna_LA_2022-5-11",1.12745498090927,2.71265508249726,1.89732739209205,2.55377309445137
"16","LCP_UP_MD_2022-10-20",0.216466659634758,1.406859938712,0.234257144041066,0.884012088386306
"17","Mer_GA_2022-7-26",1.54234711735347,0.540549778794495,0.508969231834623,1.02782584953331
"18","Nickle_Rf_LA_2022-8-1",1.80179172871885,3.41181386512124,2.24339556248006,2.90648092710042
"19","OL_MI_SC_2022-5-31",2.10306035191925,0.53247843911073,1.53862232305267,0.878902467805262
"20","Orrs_Cove_ME_2022-10-31",3.07432354143839,1.45807296938497,2.69499431732102,2.02985275843007
"21","SaLa_GA_2022-10-5",0.614882189480803,2.04421530735687,1.65061607239313,2.30041550867953
"22","SaltBay_Canada_2022-9-27",3.1926195080426,1.60348549257265,3.4995077742851,2.8426239485747
"23","Sapelo_Is_GA_2022-7-17",1.55919070391075,0.493801837505924,0.423378739111512,0.651808447641374
"24","SawIs_MA_2022-9-5",1.4698528640947,0.272252566919292,0.522642045132626,0.181399831194821
"25","SkR_GA_2022-6-14",2.01061110090956,0.575290324992932,0.422418132262084,0.551566920618592
"26","TP_TX_2022-6-28",0.623799889477115,2.06137427251287,1.3966567432393,2.03429058166655
"27","UNCW_MS_NC_2023-7-17",2.30179488134649,0.75945465901258,0.779157068351438,0.270717667336851
"28","CB_TX_2022-6-9",0.572916874388933,1.99113039176801,1.08991436222427,1.70396133081652
"29","DC_DR_ME_2022-10-25",3.43660198875276,1.82482735929598,3.2792604221271,2.61494489644708
"30","KP_FGR_FL_2022-8-23",1.71220222092864,0.516344128403341,0.680521619316498,0.49257702890826
"31","Sister_Lk_LA_2022-8-9",1.34156345909082,2.92824390107321,1.9909845299562,2.64552935737397
"32","SR_GB_NH_2022-8-12",2.01718474155293,0.400278198457137,0.855842062387073,0.223568319412554
"33","WS_CB_VA_2022-10-7",1.45945436635548,0.161617947024607,0.294631796721029,0.377172512269084
"34","S1_LOLA",0.141991484906154,1.48689389743557,0.173947608988976,0.513308940799057
"35","S2_DEBY",1.48285211179164,0.140528966269173,0.717475572409589,0.0493588365072579
